longitude,latitude,time
-89.98406,29.7069,Wed Jan  5 11:04:19 2022
-89.9841,29.70689,Wed Jan  5 11:22:14 2022
-89.98411,29.70689,Wed Jan  5 11:16:14 2022
-89.98409,29.70686,Wed Jan  5 11:13:21 2022
-89.98398,29.70692,Wed Jan  5 11:40:19 2022
-89.98408,29.70693,Wed Jan  5 11:25:17 2022
-89.98411,29.70687,Wed Jan  5 11:19:14 2022
-89.98405,29.7069,Wed Jan  5 11:28:14 2022
-89.98396,29.70691,Wed Jan  5 11:46:19 2022
-89.98402,29.70691,Wed Jan  5 11:31:17 2022
-89.98408,29.70692,Wed Jan  5 11:55:14 2022
-89.984,29.70689,Wed Jan  5 11:34:16 2022
-89.98403,29.70692,Wed Jan  5 11:49:18 2022
-89.98397,29.70688,Wed Jan  5 11:37:14 2022
-89.98396,29.70691,Wed Jan  5 11:43:16 2022
-89.98416,29.70697,Wed Jan  5 11:58:18 2022
-89.98404,29.70693,Wed Jan  5 12:13:18 2022
-89.98411,29.70694,Wed Jan  5 12:01:18 2022
-89.98406,29.70684,Wed Jan  5 04:43:18 2022
-89.98405,29.70685,Wed Jan  5 12:07:19 2022
-89.98406,29.70685,Wed Jan  5 12:04:16 2022
-89.98404,29.7069,Wed Jan  5 04:46:15 2022
-89.98398,29.70693,Wed Jan  5 12:16:18 2022
-89.98404,29.70689,Wed Jan  5 12:10:14 2022
-89.984,29.70688,Wed Jan  5 12:25:15 2022
-89.984,29.70694,Wed Jan  5 12:19:18 2022
-89.98401,29.7069,Wed Jan  5 12:22:17 2022
-89.98403,29.70694,Wed Jan  5 12:34:14 2022
-89.98408,29.70701,Wed Jan  5 12:37:18 2022
-89.98401,29.7069,Wed Jan  5 12:28:19 2022
-89.98397,29.70682,Wed Jan  5 12:31:19 2022
-89.98409,29.70699,Wed Jan  5 12:40:17 2022
-89.98395,29.70689,Wed Jan  5 12:58:18 2022
-89.98407,29.70686,Wed Jan  5 12:49:17 2022
-89.98411,29.70696,Wed Jan  5 12:52:19 2022
-89.98407,29.70693,Wed Jan  5 12:55:14 2022
-89.984,29.7068,Wed Jan  5 12:46:16 2022
-89.98401,29.70688,Wed Jan  5 13:07:19 2022
-89.984,29.70691,Wed Jan  5 13:10:18 2022
-89.98395,29.70685,Wed Jan  5 13:04:15 2022
-89.98403,29.70693,Wed Jan  5 13:31:18 2022
-89.98393,29.70686,Wed Jan  5 13:01:18 2022
-89.98402,29.70692,Wed Jan  5 13:13:17 2022
-89.98404,29.70691,Wed Jan  5 13:28:18 2022
-89.98404,29.7069,Wed Jan  5 13:16:18 2022
-89.98411,29.70687,Wed Jan  5 05:10:12 2022
-89.98403,29.70684,Wed Jan  5 13:22:16 2022
-89.98397,29.70689,Wed Jan  5 13:40:17 2022
-89.98397,29.70687,Wed Jan  5 13:43:16 2022
-89.98401,29.70691,Wed Jan  5 13:34:19 2022
-89.98397,29.70688,Wed Jan  5 13:58:19 2022
-89.98402,29.70691,Wed Jan  5 13:46:16 2022
-89.98395,29.7069,Wed Jan  5 14:01:23 2022
-89.984,29.70695,Wed Jan  5 13:52:16 2022
-89.98402,29.70695,Wed Jan  5 13:49:20 2022
-89.98396,29.70692,Wed Jan  5 14:04:18 2022
-89.98394,29.70692,Wed Jan  5 14:13:19 2022
-89.98399,29.7069,Wed Jan  5 13:55:21 2022
-89.98394,29.70693,Wed Jan  5 14:22:17 2022
-89.98392,29.70689,Wed Jan  5 14:16:18 2022
-89.98394,29.70693,Wed Jan  5 14:25:15 2022
